replica_id,f_dps,source_metadata
274,0.134347014141,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_027/attempt_000274/metadata.txt
280,0.157855629915,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_028/attempt_000280/metadata.txt
281,0.212021206687,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_028/attempt_000281/metadata.txt
282,0.171485971128,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_028/attempt_000282/metadata.txt
283,0.203857303165,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_028/attempt_000283/metadata.txt
284,0.18108722593,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_028/attempt_000284/metadata.txt
290,0.149117688703,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_029/attempt_000290/metadata.txt
291,0.230369558986,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_029/attempt_000291/metadata.txt
292,0.274654040193,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_029/attempt_000292/metadata.txt
293,0.172822084744,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_029/attempt_000293/metadata.txt
294,0.246193699029,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_029/attempt_000294/metadata.txt
300,0.144925518286,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_030/attempt_000300/metadata.txt
301,0.212643445407,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_030/attempt_000301/metadata.txt
